Risk,Impact,Base Score,Base Score-Value,Motive Likelihood,Threat Agent,Attack Vector,Target,1_Hop,2_Hops,3_Hops,4_Hops
M,H,H,8.8,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,Support workstation,Light Controller 1,IP Surveillance camera,Doctor's workstation
M,H,H,7.8,L,Disgruntled Healthcare Systems Administrator,L,Smart Thermostat,Support workstation,Light Controller 1,IP Surveillance camera,Doctor's workstation
M,H,H,8.8,L,Business Competitor,N,Smart Thermostat,Support workstation,Light Controller 1,IP Surveillance camera,Doctor's workstation
H,H,H,8.8,H,Cyber Criminal Group(Hospital),N,Smart Thermostat,Support workstation,Light Controller 1,IP Surveillance camera,Doctor's workstation
M,H,H,8.8,L,Cyber Terrorist,N,Smart Thermostat,Support workstation,Light Controller 1,IP Surveillance camera,Doctor's workstation
M,H,H,8.8,L,Nation State (Hospital),N,Smart Thermostat,Support workstation,Light Controller 1,IP Surveillance camera,Doctor's workstation
M,H,C,9.8,L,Healthcare Rights Activist,N,Smart Thermostat,Support workstation,Light Controller 1,IP Surveillance camera,Hospital main router
M,H,C,9.8,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,Support workstation,Light Controller 1,IP Surveillance camera,Hospital main router
M,H,C,9.8,L,Business Competitor,N,Smart Thermostat,Support workstation,Light Controller 1,IP Surveillance camera,Hospital main router
H,H,C,9.8,H,Cyber Criminal Group(Hospital),N,Smart Thermostat,Support workstation,Light Controller 1,IP Surveillance camera,Hospital main router
M,H,C,9.8,L,Cyber Terrorist,N,Smart Thermostat,Support workstation,Light Controller 1,IP Surveillance camera,Hospital main router
M,H,C,9.8,L,Nation State (Hospital),N,Smart Thermostat,Support workstation,Light Controller 1,IP Surveillance camera,Hospital main router
M,H,H,7.9,L,Disgruntled Healthcare Systems Administrator,A,Smart Thermostat,Support workstation,Light Controller 1,IP Surveillance camera,Light Controller 1
M,H,H,7.9,L,Nation State (Hospital),A,Smart Thermostat,Support workstation,Light Controller 1,IP Surveillance camera,Light Controller 1
M,H,H,7.8,L,Disgruntled Healthcare Worker,L,Smart Thermostat,Support workstation,Light Controller 1,IP Surveillance camera,Support workstation
M,H,H,7.8,L,Disgruntled Healthcare Systems Administrator,L,Smart Thermostat,Support workstation,Light Controller 1,IP Surveillance camera,Support workstation
M,H,C,9.8,L,Disgruntled Healthcare Worker,N,Smart Thermostat,Support workstation,Light Controller 1,IP Surveillance camera,Access Point
M,H,C,9.8,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,Support workstation,Light Controller 1,IP Surveillance camera,Access Point
M,H,C,9.8,L,Nation State (Hospital),N,Smart Thermostat,Support workstation,Light Controller 1,IP Surveillance camera,Access Point
M,H,C,9.8,L,Disgruntled Healthcare Worker,N,Smart Thermostat,Support workstation,Light Controller 1,IP Surveillance camera,Access Point
M,H,C,9.8,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,Support workstation,Light Controller 1,IP Surveillance camera,Access Point
M,H,C,9.8,L,Nation State (Hospital),N,Smart Thermostat,Support workstation,Light Controller 1,IP Surveillance camera,Access Point
M,H,H,7.9,L,Disgruntled Healthcare Systems Administrator,A,Smart Thermostat,Support workstation,Light Controller 1,Smart lighting system 2,Light Controller 1
M,H,H,7.9,L,Nation State (Hospital),A,Smart Thermostat,Support workstation,Light Controller 1,Smart lighting system 2,Light Controller 1
M,H,C,10.0,L,Disgruntled Healthcare Worker,N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,Smart Bed
M,H,C,10.0,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,Smart Bed
M,H,C,10.0,L,Nation State (Hospital),N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,Smart Bed
M,H,H,7.2,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,IP Surveillance camera
M,H,H,7.2,L,Cyber Terrorist,N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,IP Surveillance camera
M,H,H,7.2,L,Nation State (Hospital),N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,IP Surveillance camera
M,H,H,8.8,L,Disgruntled Healthcare Worker,N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,Doctor's workstation
M,H,H,7.8,L,Disgruntled Healthcare Worker,L,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,Doctor's workstation
M,H,H,8.8,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,Doctor's workstation
M,H,H,7.8,L,Disgruntled Healthcare Systems Administrator,L,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,Doctor's workstation
M,H,H,8.8,L,Business Competitor,N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,Doctor's workstation
H,H,H,8.8,H,Cyber Criminal Group(Hospital),N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,Doctor's workstation
M,H,H,8.8,L,Cyber Terrorist,N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,Doctor's workstation
M,H,H,8.8,L,Nation State (Hospital),N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,Doctor's workstation
M,H,C,9.8,L,Healthcare Rights Activist,N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,Hospital main router
M,H,C,9.8,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,Hospital main router
M,H,C,9.8,L,Business Competitor,N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,Hospital main router
H,H,C,9.8,H,Cyber Criminal Group(Hospital),N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,Hospital main router
M,H,C,9.8,L,Cyber Terrorist,N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,Hospital main router
M,H,C,9.8,L,Nation State (Hospital),N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,Hospital main router
M,H,C,9.8,L,Disgruntled Healthcare Worker,N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,Access Point
M,H,C,9.8,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,Access Point
M,H,C,9.8,L,Nation State (Hospital),N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,Access Point
M,H,C,9.8,L,Disgruntled Healthcare Worker,N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,Access Point
M,H,C,9.8,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,Access Point
M,H,C,9.8,L,Nation State (Hospital),N,Smart Thermostat,Support workstation,Light Controller 1,Support workstation,Access Point
M,H,C,10.0,L,Disgruntled Healthcare Worker,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Smart Bed
M,H,C,10.0,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Smart Bed
M,H,C,10.0,L,Nation State (Hospital),N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Smart Bed
M,H,H,8.8,L,Disgruntled Healthcare Worker,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Doctor's workstation
M,H,H,7.8,L,Disgruntled Healthcare Worker,L,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Doctor's workstation
M,H,H,8.8,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Doctor's workstation
M,H,H,7.8,L,Disgruntled Healthcare Systems Administrator,L,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Doctor's workstation
M,H,H,8.8,L,Business Competitor,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Doctor's workstation
H,H,H,8.8,H,Cyber Criminal Group(Hospital),N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Doctor's workstation
M,H,H,8.8,L,Cyber Terrorist,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Doctor's workstation
M,H,H,8.8,L,Nation State (Hospital),N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Doctor's workstation
M,H,C,9.8,L,Healthcare Rights Activist,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Hospital main router
M,H,C,9.8,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Hospital main router
M,H,C,9.8,L,Business Competitor,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Hospital main router
H,H,C,9.8,H,Cyber Criminal Group(Hospital),N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Hospital main router
M,H,C,9.8,L,Cyber Terrorist,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Hospital main router
M,H,C,9.8,L,Nation State (Hospital),N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Hospital main router
M,H,H,7.9,L,Disgruntled Healthcare Systems Administrator,A,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Light Controller 1
M,H,H,7.9,L,Nation State (Hospital),A,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Light Controller 1
M,H,H,7.8,L,Disgruntled Healthcare Worker,L,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Support workstation
M,H,H,7.8,L,Disgruntled Healthcare Systems Administrator,L,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Support workstation
M,H,C,9.8,L,Disgruntled Healthcare Worker,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Access Point
M,H,C,9.8,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Access Point
M,H,C,9.8,L,Nation State (Hospital),N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Access Point
M,H,C,9.8,L,Disgruntled Healthcare Worker,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Access Point
M,H,C,9.8,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Access Point
M,H,C,9.8,L,Nation State (Hospital),N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Access Point
M,H,C,10.0,L,Disgruntled Healthcare Worker,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Smart Bed
M,H,C,10.0,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Smart Bed
M,H,C,10.0,L,Nation State (Hospital),N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Smart Bed
M,H,H,8.8,L,Disgruntled Healthcare Worker,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Doctor's workstation
M,H,H,7.8,L,Disgruntled Healthcare Worker,L,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Doctor's workstation
M,H,H,8.8,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Doctor's workstation
M,H,H,7.8,L,Disgruntled Healthcare Systems Administrator,L,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Doctor's workstation
M,H,H,8.8,L,Business Competitor,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Doctor's workstation
H,H,H,8.8,H,Cyber Criminal Group(Hospital),N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Doctor's workstation
M,H,H,8.8,L,Cyber Terrorist,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Doctor's workstation
M,H,H,8.8,L,Nation State (Hospital),N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Doctor's workstation
M,H,C,9.8,L,Healthcare Rights Activist,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Hospital main router
M,H,C,9.8,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Hospital main router
M,H,C,9.8,L,Business Competitor,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Hospital main router
H,H,C,9.8,H,Cyber Criminal Group(Hospital),N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Hospital main router
M,H,C,9.8,L,Cyber Terrorist,N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Hospital main router
M,H,C,9.8,L,Nation State (Hospital),N,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Hospital main router
M,H,H,7.9,L,Disgruntled Healthcare Systems Administrator,A,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Light Controller 1
M,H,H,7.9,L,Nation State (Hospital),A,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Light Controller 1
M,H,H,7.8,L,Disgruntled Healthcare Worker,L,Smart Thermostat,Support workstation,Access Point,IP Surveillance camera,Support workstation
